0 0.99995
1 0.880822
2 0.791241
3 0.720758
4 0.669263
5 0.629267
6 0.59971
7 0.576702
8 0.558594
9 0.544026
10 0.534447
11 0.525967
12 0.522938
13 0.514089
14 0.512909
15 0.512079
16 0.509909
17 0.508119
18 0.505829
19 0.50413
20 0.50261
21 0.49879
22 0.49892
23 0.50085
24 0.50248
25 0.50446
26 0.50133
27 0.50076
28 0.49953
29 0.49846
30 0.4986
31 0.49831
32 0.49903
33 0.49907
34 0.49881
35 0.497
36 0.49833
37 0.49823
38 0.49976
39 0.49863
40 0.49975
41 0.49942
42 0.49768
43 0.49686
44 0.49853
45 0.49945
46 0.50079
47 0.49892
48 0.50037
49 0.50061
50 0.49833
51 0.49953
52 0.49936
53 0.49833
54 0.49967
55 0.49973
56 0.50044
57 0.49922
58 0.49899
59 0.49852
60 0.49811
61 0.5009
62 0.50151
63 0.50069
64 0.5023
65 0.50118
66 0.50159
67 0.50137
68 0.50203
69 0.50356
70 0.50279
71 0.50176
72 0.50285
73 0.49977
74 0.49823
75 0.50061
76 0.50092
77 0.50073
78 0.49886
79 0.49843
80 0.50045
81 0.50105
82 0.50308
83 0.50195
84 0.50148
85 0.50038
86 0.50104
87 0.50237
88 0.50165
89 0.49995
90 0.49987
91 0.50329
92 0.50342
93 0.50403
94 0.5044
95 0.50342
96 0.50319
97 0.50351
98 0.50191
99 0.5026
100 0.50192
