0 0.0
1 0.118218
2 0.209749
3 0.278932
4 0.330007
5 0.367553
6 0.39618
7 0.417448
8 0.438046
9 0.450225
10 0.461514
11 0.471683
12 0.478282
13 0.484662
14 0.488381
15 0.491051
16 0.493951
17 0.494921
18 0.49643
19 0.50011
20 0.50151
21 0.4999
22 0.4991
23 0.49774
24 0.49921
25 0.50051
26 0.49927
27 0.50041
28 0.50168
29 0.49985
30 0.50045
31 0.49841
32 0.4984
33 0.49859
34 0.50051
35 0.50012
36 0.50097
37 0.49987
38 0.49798
39 0.49724
40 0.49682
41 0.49876
42 0.497
43 0.49839
44 0.50138
45 0.50024
46 0.50211
47 0.49938
48 0.4989
49 0.49927
50 0.50109
51 0.50186
52 0.49997
53 0.50119
54 0.50215
55 0.5017
56 0.50131
57 0.50168
58 0.5027
59 0.50369
60 0.50186
61 0.49934
62 0.50191
63 0.50086
64 0.50343
65 0.50234
66 0.50242
67 0.5014
68 0.49748
69 0.50068
70 0.5008
71 0.50016
72 0.50002
73 0.49756
74 0.498
75 0.49749
76 0.4991
77 0.49931
78 0.50037
79 0.50345
80 0.50255
81 0.50192
82 0.50255
83 0.50022
84 0.501
85 0.5026
86 0.50054
87 0.50051
88 0.49982
89 0.49967
90 0.5035
91 0.50326
92 0.505099
93 0.50342
94 0.50192
95 0.50313
96 0.50273
97 0.50005
98 0.50111
99 0.49861
100 0.49738
